YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
1991,AL,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,216,550"
1991,AR,Total Electric Power Industry,Total,"40,651,244"
1991,AR,Total Electric Power Industry,Coal,"19,644,712"
1991,AR,Total Electric Power Industry,Hydroelectric Conventional,"3,546,966"
1991,AR,Total Electric Power Industry,Natural Gas,"3,324,886"
1991,AR,Total Electric Power Industry,Nuclear,"12,661,793"
1991,AR,Total Electric Power Industry,Other Biomass,"16,613"
1991,AR,Total Electric Power Industry,Petroleum,"68,257"
1991,AR,Total Electric Power Industry,Pumped Storage,"14,103"
1991,AR,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,373,914"
1991,AZ,Total Electric Power Industry,Total,"67,202,551"
1991,AZ,Total Electric Power Industry,Coal,"32,557,748"
1991,AZ,Total Electric Power Industry,Hydroelectric Conventional,"6,735,540"
1991,AZ,Total Electric Power Industry,Natural Gas,"2,226,388"
1991,AZ,Total Electric Power Industry,Nuclear,"25,095,776"
1991,AZ,Total Electric Power Industry,Petroleum,"117,399"
1991,AZ,Total Electric Power Industry,Pumped Storage,"362,912"
1991,AZ,Total Electric Power Industry,Wood and Wood Derived Fuels,"106,788"
1991,CA,Total Electric Power Industry,Total,"158,947,642"
1991,CA,Total Electric Power Industry,Coal,"2,632,419"
1991,CA,Total Electric Power Industry,Geothermal,"14,784,796"
1991,CA,Total Electric Power Industry,Hydroelectric Conventional,"21,957,064"
1991,CA,Total Electric Power Industry,Natural Gas,"74,006,160"
1991,CA,Total Electric Power Industry,Nuclear,"31,541,799"
1991,CA,Total Electric Power Industry,Other,"5,112"
1991,CA,Total Electric Power Industry,Other Biomass,"2,471,400"
1991,CA,Total Electric Power Industry,Other Gases,"1,978,403"
1991,CA,Total Electric Power Industry,Petroleum,"1,970,119"
1991,CA,Total Electric Power Industry,Pumped Storage,"99,860"
1991,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"471,361"
1991,CA,Total Electric Power Industry,Wind,"2,914,505"
1991,CA,Total Electric Power Industry,Wood and Wood Derived Fuels,"4,114,644"
1991,CO,Total Electric Power Industry,Total,"32,321,593"
1991,CO,Total Electric Power Industry,Coal,"29,134,010"
1991,CO,Total Electric Power Industry,Hydroelectric Conventional,"1,794,290"
1991,CO,Total Electric Power Industry,Natural Gas,"1,314,681"
1991,CO,Total Electric Power Industry,Other Biomass,"58,832"
1991,CO,Total Electric Power Industry,Petroleum,"37,910"
1991,CO,Total Electric Power Industry,Pumped Storage,"-18,130"
1991,CT,Total Electric Power Industry,Total,"27,036,467"
1991,CT,Total Electric Power Industry,Coal,"3,633,427"
1991,CT,Total Electric Power Industry,Hydroelectric Conventional,"433,338"
1991,CT,Total Electric Power Industry,Natural Gas,"1,571,856"
1991,CT,Total Electric Power Industry,Nuclear,"12,242,911"
1991,CT,Total Electric Power Industry,Other,0
1991,CT,Total Electric Power Industry,Other Biomass,"1,162,621"
1991,CT,Total Electric Power Industry,Other Gases,"2,646"
1991,CT,Total Electric Power Industry,Petroleum,"7,993,224"
1991,CT,Total Electric Power Industry,Pumped Storage,"-3,556"
1991,DC,Total Electric Power Industry,Total,"179,814"
1991,DC,Total Electric Power Industry,Coal,0
1991,DC,Total Electric Power Industry,Petroleum,"179,814"
1991,DE,Total Electric Power Industry,Total,"7,838,132"
1991,DE,Total Electric Power Industry,Coal,"4,820,759"
1991,DE,Total Electric Power Industry,Natural Gas,"1,110,236"
1991,DE,Total Electric Power Industry,Other,"6,315"
1991,DE,Total Electric Power Industry,Other Gases,0
1991,DE,Total Electric Power Industry,Petroleum,"1,900,822"
1991,FL,Total Electric Power Industry,Total,"139,416,689"
1991,FL,Total Electric Power Industry,Coal,"62,013,484"
1991,FL,Total Electric Power Industry,Hydroelectric Conventional,"263,066"
1991,FL,Total Electric Power Industry,Natural Gas,"19,758,810"
1991,FL,Total Electric Power Industry,Nuclear,"20,507,569"
1991,FL,Total Electric Power Industry,Other,"1,917,539"
1991,FL,Total Electric Power Industry,Other Biomass,"2,259,842"
1991,FL,Total Electric Power Industry,Other Gases,"10,292"
1991,FL,Total Electric Power Industry,Petroleum,"30,599,959"
1991,FL,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,086,128"
1991,GA,Total Electric Power Industry,Total,"96,173,131"
1991,GA,Total Electric Power Industry,Coal,"61,034,072"
1991,GA,Total Electric Power Industry,Hydroelectric Conventional,"4,232,058"
1991,GA,Total Electric Power Industry,Natural Gas,"809,826"
1991,GA,Total Electric Power Industry,Nuclear,"26,016,023"
1991,GA,Total Electric Power Industry,Other,431
1991,GA,Total Electric Power Industry,Other Biomass,"65,788"
1991,GA,Total Electric Power Industry,Petroleum,"541,032"
1991,GA,Total Electric Power Industry,Pumped Storage,"432,291"
1991,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,041,610"
1991,HI,Total Electric Power Industry,Total,"8,703,235"
1991,HI,Total Electric Power Industry,Coal,"7,612"
1991,HI,Total Electric Power Industry,Hydroelectric Conventional,"70,988"
1991,HI,Total Electric Power Industry,Other Biomass,"823,082"
1991,HI,Total Electric Power Industry,Other Gases,"51,479"
1991,HI,Total Electric Power Industry,Petroleum,"7,714,453"
1991,HI,Total Electric Power Industry,Wind,"35,621"
1991,IA,Total Electric Power Industry,Total,"32,267,856"
1991,IA,Total Electric Power Industry,Coal,"26,756,771"
1991,IA,Total Electric Power Industry,Hydroelectric Conventional,"901,111"
1991,IA,Total Electric Power Industry,Natural Gas,"388,004"
1991,IA,Total Electric Power Industry,Nuclear,"4,146,811"
1991,IA,Total Electric Power Industry,Other Biomass,"25,267"
1991,IA,Total Electric Power Industry,Petroleum,"49,892"
1991,ID,Total Electric Power Industry,Total,"9,428,619"
1991,ID,Total Electric Power Industry,Coal,"16,359"
1991,ID,Total Electric Power Industry,Hydroelectric Conventional,"8,745,279"
1991,ID,Total Electric Power Industry,Natural Gas,"107,243"
1991,ID,Total Electric Power Industry,Other,"61,948"
1991,ID,Total Electric Power Industry,Other Biomass,"9,784"
1991,ID,Total Electric Power Industry,Petroleum,361
1991,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"487,645"
1991,IL,Total Electric Power Industry,Total,"130,274,345"
1991,IL,Total Electric Power Industry,Coal,"55,060,170"
1991,IL,Total Electric Power Industry,Hydroelectric Conventional,"134,457"
1991,IL,Total Electric Power Industry,Natural Gas,"1,735,870"
1991,IL,Total Electric Power Industry,Nuclear,"71,866,091"
1991,IL,Total Electric Power Industry,Other Biomass,"182,055"
1991,IL,Total Electric Power Industry,Other Gases,"385,381"
1991,IL,Total Electric Power Industry,Petroleum,"910,110"
1991,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,211
1991,IN,Total Electric Power Industry,Total,"101,981,299"
1991,IN,Total Electric Power Industry,Coal,"97,457,227"
1991,IN,Total Electric Power Industry,Hydroelectric Conventional,"399,051"
1991,IN,Total Electric Power Industry,Natural Gas,"1,454,748"
1991,IN,Total Electric Power Industry,Other Biomass,"33,114"
1991,IN,Total Electric Power Industry,Other Gases,"2,107,806"
1991,IN,Total Electric Power Industry,Petroleum,"529,353"
1991,KS,Total Electric Power Industry,Total,"32,630,743"
1991,KS,Total Electric Power Industry,Coal,"23,435,008"
1991,KS,Total Electric Power Industry,Hydroelectric Conventional,"10,567"
1991,KS,Total Electric Power Industry,Natural Gas,"3,265,529"
1991,KS,Total Electric Power Industry,Nuclear,"5,858,613"
1991,KS,Total Electric Power Industry,Petroleum,"60,984"
1991,KS,Total Electric Power Industry,Wind,42
1991,KY,Total Electric Power Industry,Total,"75,505,081"
1991,KY,Total Electric Power Industry,Coal,"71,713,851"
1991,KY,Total Electric Power Industry,Hydroelectric Conventional,"3,657,801"
1991,KY,Total Electric Power Industry,Natural Gas,"21,871"
1991,KY,Total Electric Power Industry,Petroleum,"111,558"
1991,LA,Total Electric Power Industry,Total,"74,972,693"
1991,LA,Total Electric Power Industry,Coal,"18,968,479"
1991,LA,Total Electric Power Industry,Hydroelectric Conventional,"656,492"
1991,LA,Total Electric Power Industry,Natural Gas,"36,363,381"
1991,LA,Total Electric Power Industry,Nuclear,"13,956,196"
1991,LA,Total Electric Power Industry,Other,"1,583,053"
1991,LA,Total Electric Power Industry,Other Biomass,"91,661"
1991,LA,Total Electric Power Industry,Other Gases,"955,600"
1991,LA,Total Electric Power Industry,Petroleum,"55,760"
1991,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,342,071"
1991,MA,Total Electric Power Industry,Total,"41,019,791"
1991,MA,Total Electric Power Industry,Coal,"11,985,593"
1991,MA,Total Electric Power Industry,Hydroelectric Conventional,"1,114,929"
1991,MA,Total Electric Power Industry,Natural Gas,"6,329,862"
1991,MA,Total Electric Power Industry,Nuclear,"4,416,611"
1991,MA,Total Electric Power Industry,Other Biomass,"1,634,651"
1991,MA,Total Electric Power Industry,Other Gases,800
1991,MA,Total Electric Power Industry,Petroleum,"16,159,825"
1991,MA,Total Electric Power Industry,Pumped Storage,"-622,480"
1991,MD,Total Electric Power Industry,Total,"39,850,884"
1991,MD,Total Electric Power Industry,Coal,"22,835,671"
1991,MD,Total Electric Power Industry,Hydroelectric Conventional,"1,407,287"
1991,MD,Total Electric Power Industry,Natural Gas,"1,517,463"
1991,MD,Total Electric Power Industry,Nuclear,"9,036,100"
1991,MD,Total Electric Power Industry,Other Biomass,"336,551"
1991,MD,Total Electric Power Industry,Other Gases,"478,704"
1991,MD,Total Electric Power Industry,Petroleum,"4,078,506"
1991,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,"160,602"
1991,ME,Total Electric Power Industry,Total,"17,344,783"
1991,ME,Total Electric Power Industry,Coal,"857,960"
1991,ME,Total Electric Power Industry,Hydroelectric Conventional,"3,817,231"
1991,ME,Total Electric Power Industry,Natural Gas,"49,101"
1991,ME,Total Electric Power Industry,Nuclear,"6,264,366"
1991,ME,Total Electric Power Industry,Other Biomass,"384,419"
1991,ME,Total Electric Power Industry,Petroleum,"2,152,209"
1991,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,"3,819,497"
1991,MI,Total Electric Power Industry,Total,"105,978,124"
1991,MI,Total Electric Power Industry,Coal,"66,878,223"
1991,MI,Total Electric Power Industry,Hydroelectric Conventional,"1,751,668"
1991,MI,Total Electric Power Industry,Natural Gas,"8,499,078"
1991,MI,Total Electric Power Industry,Nuclear,"27,021,214"
1991,MI,Total Electric Power Industry,Other,"28,221"
1991,MI,Total Electric Power Industry,Other Biomass,"504,978"
1991,MI,Total Electric Power Industry,Other Gases,"217,829"
1991,MI,Total Electric Power Industry,Petroleum,"658,567"
1991,MI,Total Electric Power Industry,Pumped Storage,"-795,785"
1991,MI,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,214,131"
1991,MN,Total Electric Power Industry,Total,"42,132,110"
1991,MN,Total Electric Power Industry,Coal,"26,783,813"
1991,MN,Total Electric Power Industry,Hydroelectric Conventional,"1,037,092"
1991,MN,Total Electric Power Industry,Natural Gas,"803,940"
1991,MN,Total Electric Power Industry,Nuclear,"12,059,055"
1991,MN,Total Electric Power Industry,Other Biomass,"439,811"
1991,MN,Total Electric Power Industry,Petroleum,"583,697"
1991,MN,Total Electric Power Industry,Wind,237
1991,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,"424,465"
1991,MO,Total Electric Power Industry,Total,"60,474,726"
1991,MO,Total Electric Power Industry,Coal,"48,211,692"
1991,MO,Total Electric Power Industry,Hydroelectric Conventional,"1,119,389"
1991,MO,Total Electric Power Industry,Natural Gas,"1,093,001"
1991,MO,Total Electric Power Industry,Nuclear,"9,979,371"
1991,MO,Total Electric Power Industry,Petroleum,"119,145"
1991,MO,Total Electric Power Industry,Pumped Storage,"-47,872"
1991,MS,Total Electric Power Industry,Total,"25,876,616"
1991,MS,Total Electric Power Industry,Coal,"8,790,265"
1991,MS,Total Electric Power Industry,Natural Gas,"5,718,936"
1991,MS,Total Electric Power Industry,Nuclear,"9,132,933"
1991,MS,Total Electric Power Industry,Petroleum,"396,188"
1991,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,838,294"
1991,MT,Total Electric Power Industry,Total,"28,553,148"
1991,MT,Total Electric Power Industry,Coal,"16,432,520"
1991,MT,Total Electric Power Industry,Hydroelectric Conventional,"11,970,007"
1991,MT,Total Electric Power Industry,Natural Gas,"32,344"
1991,MT,Total Electric Power Industry,Petroleum,"19,654"
1991,MT,Total Electric Power Industry,Wind,0
1991,MT,Total Electric Power Industry,Wood and Wood Derived Fuels,"98,623"
1991,NC,Total Electric Power Industry,Total,"89,375,284"
1991,NC,Total Electric Power Industry,Coal,"50,767,188"
1991,NC,Total Electric Power Industry,Hydroelectric Conventional,"5,850,120"
1991,NC,Total Electric Power Industry,Natural Gas,"385,907"
1991,NC,Total Electric Power Industry,Nuclear,"30,312,425"
1991,NC,Total Electric Power Industry,Other,"226,926"
1991,NC,Total Electric Power Industry,Other Biomass,"44,128"
1991,NC,Total Electric Power Industry,Petroleum,"275,785"
1991,NC,Total Electric Power Industry,Pumped Storage,"216,432"
1991,NC,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,296,373"
1991,ND,Total Electric Power Industry,Total,"27,679,148"
1991,ND,Total Electric Power Industry,Coal,"25,828,747"
1991,ND,Total Electric Power Industry,Hydroelectric Conventional,"1,756,684"
1991,ND,Total Electric Power Industry,Natural Gas,940
1991,ND,Total Electric Power Industry,Other Gases,"40,131"
1991,ND,Total Electric Power Industry,Petroleum,"52,646"
1991,NE,Total Electric Power Industry,Total,"23,000,347"
1991,NE,Total Electric Power Industry,Coal,"13,591,228"
1991,NE,Total Electric Power Industry,Hydroelectric Conventional,"1,044,671"
1991,NE,Total Electric Power Industry,Natural Gas,"303,327"
1991,NE,Total Electric Power Industry,Nuclear,"8,047,662"
1991,NE,Total Electric Power Industry,Petroleum,"13,459"
1991,NH,Total Electric Power Industry,Total,"14,221,341"
1991,NH,Total Electric Power Industry,Coal,"3,168,054"
1991,NH,Total Electric Power Industry,Hydroelectric Conventional,"1,585,286"
1991,NH,Total Electric Power Industry,Natural Gas,-1
1991,NH,Total Electric Power Industry,Nuclear,"6,787,851"
1991,NH,Total Electric Power Industry,Other Biomass,"141,432"
1991,NH,Total Electric Power Industry,Petroleum,"1,592,175"
1991,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,"946,544"
1991,NJ,Total Electric Power Industry,Total,"43,526,466"
1991,NJ,Total Electric Power Industry,Coal,"5,237,132"
1991,NJ,Total Electric Power Industry,Hydroelectric Conventional,"21,598"
1991,NJ,Total Electric Power Industry,Natural Gas,"10,592,907"
1991,NJ,Total Electric Power Industry,Nuclear,"24,806,606"
1991,NJ,Total Electric Power Industry,Other Biomass,"804,765"
1991,NJ,Total Electric Power Industry,Other Gases,"67,544"
1991,NJ,Total Electric Power Industry,Petroleum,"2,151,098"
1991,NJ,Total Electric Power Industry,Pumped Storage,"-155,184"
1991,NM,Total Electric Power Industry,Total,"25,277,222"
1991,NM,Total Electric Power Industry,Coal,"22,129,312"
1991,NM,Total Electric Power Industry,Hydroelectric Conventional,"237,108"
1991,NM,Total Electric Power Industry,Natural Gas,"2,863,662"
1991,NM,Total Electric Power Industry,Other Biomass,"14,128"
1991,NM,Total Electric Power Industry,Petroleum,"33,012"
1991,NV,Total Electric Power Industry,Total,"22,065,204"
1991,NV,Total Electric Power Industry,Coal,"16,365,730"
1991,NV,Total Electric Power Industry,Geothermal,"995,408"
1991,NV,Total Electric Power Industry,Hydroelectric Conventional,"2,365,050"
1991,NV,Total Electric Power Industry,Natural Gas,"2,094,971"
1991,NV,Total Electric Power Industry,Other,"1,568"
1991,NV,Total Electric Power Industry,Petroleum,"242,477"
1991,NY,Total Electric Power Industry,Total,"134,600,499"
1991,NY,Total Electric Power Industry,Coal,"26,659,951"
1991,NY,Total Electric Power Industry,Hydroelectric Conventional,"27,172,120"
1991,NY,Total Electric Power Industry,Natural Gas,"23,074,027"
1991,NY,Total Electric Power Industry,Nuclear,"28,448,293"
1991,NY,Total Electric Power Industry,Other Biomass,"1,660,364"
1991,NY,Total Electric Power Industry,Other Gases,"51,520"
1991,NY,Total Electric Power Industry,Petroleum,"28,220,555"
1991,NY,Total Electric Power Industry,Pumped Storage,"-1,007,269"
1991,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,"320,938"
1991,OH,Total Electric Power Industry,Total,"134,036,497"
1991,OH,Total Electric Power Industry,Coal,"117,502,355"
1991,OH,Total Electric Power Industry,Hydroelectric Conventional,"154,224"
